Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m?) Missing HI and AK,GDP 2018,"Percentage Living in Poverty, All Ages, 2016",% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),Social Association Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,% Fair or Poor Health,Average Number of Physically Unhealthy Days,% Smokers (adults),% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Chronic Respiratory Disease: mortality rate per 100K (2014),Avg Temp 10 Before First-Current,Stay At Home Order After First Case
4,0,33452,23.4515126,17.5654669,2.04173144,0.32882937,0.54705249,0.0299,1.66507234,93.6804974,49.9611384,53.6190789,68.7,30,13558.48,2902220,20.3,2.67522465,11.7,3.98368568,14.8915892,12.2,No,9.10116585,16.5040779,3.92846541,19.2230856,29.1,27,69.5101931,66.31,11.484375,1
40,2,65936,20.636678,19.2216695,7.00527785,0.42617083,0.95243873,0.0455,4.39972094,84.9080927,52.1384373,28.9133755,169.2,73.5,13811.52,4276362,16.1,3.85557865,31,4.06756354,16.5435924,12,Yes,11.877979,23.2725748,4.48997049,21.5446965,37.3,33.4,64.4966529,91.85,6.725,1
25,1,32006,21.9302631,19.5213398,0.26245079,0.38742736,0.3749297,0.025,1.48722115,96.5537712,49.946885,74.843962,61.1,28,13297.54,623538,4.8,4.42780282,18.7,4.1590154,14.2959257,10.9,No,12.3719464,17.8453838,4.164167,20.9477388,38.3,37.6,52.4981155,75.52,10.46857143,1
499,27,330086,26.9787268,12.3791982,4.26010191,0.2229722,6.22565029,0.0488,4.10741443,83.3867538,51.1203141,5.63537763,696.4,270.8,13558.47,16176217,7.3,2.69404703,4.5,3.75987815,9.63715494,11.6,Yes,9.09865853,10.5610421,3.02058121,13.307634,26,16.6,91.3158441,48.16,8.604878049,1
121,6,76351,23.3932758,16.2473314,2.8107032,0.30778903,0.87752616,0.0432,2.43873689,92.1716808,50.8022161,30.446273,228.8,91.9,13579.83,2180514,10.2,3.03228402,6.6,3.55989047,10.4020804,11.9,No,9.0892054,14.8087242,3.75789708,16.7737294,37.6,25.3,46.8886603,63.88,8.627272727,1
58,2,40350,22.5328377,17.7001239,0.63940521,0.32218092,0.4535316,0.052,1.99752169,95.3655514,50.0297398,85.8474749,81.2,34.1,14053.92,893313,5.8,3.46024192,12.7,4.10785078,8.02045215,12.3,No,10.0516351,17.4980784,3.96815319,20.0971326,38.1,27.2,41.0806829,73.32,13.17096774,1
350,11,167009,25.0166159,13.8561395,7.22236526,0.30836662,2.98486908,0.0647,4.0267291,83.7613542,49.9679658,17.8469281,357.4,136.3,13645.22,6030852,16.2,2.8827812,6.6,3.32084703,8.61410636,12.2,Yes,8.86178133,14.953201,3.48586833,16.052192,31.5,22.5,69.7225125,67.14,7.804166667,1
23,0,48271,20.4615608,18.9223343,2.68484183,0.20716372,0.39982598,0.0269,1.93905243,93.4764144,48.0039775,42.8551211,126.2,54.3,13545.84,1134531,14.8,3.52391546,18.6,3.95591893,14.2338477,11,No,11.5760112,21.1817453,4.29516018,20.6177634,29.5,25.5,63.2627067,75.51,9.593103448,0
50,4,82366,22.6792609,19.4934803,7.47759998,0.40186485,1.25415827,0.0486,3.45530923,85.0108054,51.4569118,21.5354312,282.4,132,13981.84,5253267,11.1,4.06162837,19.3,4.63042448,16.3908551,11.6,Yes,11.6971811,18.3477929,3.99510231,21.1917753,35.1,30.9,68.5880704,73.42,8.508888889,1
7,1,36240,21.5562914,17.1909492,0.68984548,0.56567329,0.59326711,0.0524,2.60485651,94.5226269,50.6815673,50.9562547,97,41.3,13978.16,1296402,13.1,3.55898999,14.2,3.7879085,18.1633046,12.3,No,10.4955265,16.5746944,3.9162145,18.7955103,37.4,28.5,76.4842151,79.82,7.168965517,0
70,0,44111,24.5630342,16.3632654,1.05415883,0.37405636,2.44610188,0.16095758,7.17281404,87.887375,50.1552901,43.7323013,83.2,35.7,13725.54,2495376,9.4,2.84652383,15.2,4.38120128,14.8117765,11.3,No,12.5643355,20.8855631,4.2016497,21.9553561,30.5,28.5,70.0113272,79.41,10.6375,1
18,1,33370,23.2064729,17.5966437,0.79112976,0.34462092,0.47647588,0.0479,6.10728199,91.4623914,50.2517231,68.038712,59.8,23.5,14312.5,1311535,13.9,3.93118905,12.3,3.55689752,14.3510629,12,No,9.13978495,16.6741216,3.849308,19.4919731,35.7,27.9,57.5123962,59.47,6.212903226,1
7,0,20764,25.5393951,17.8722789,0.47197072,0.19745714,0.42381044,0.0289,3.22673859,94.7071855,50.1637449,55.6533195,55.4,24,13785.69,958240,13.4,3.32215788,20,3.79240494,15.7555503,12.1,No,11.7245658,19.9140486,4.52082606,21.9768138,34.8,29.4,39.3544441,71.65,7.6,0
16,0,32208,20.3800298,17.9955291,1.89393939,0.33842524,0.80725286,0.0342,2.88748137,92.6633135,51.8846249,45.0968299,89.9,39.7,13808.33,1373639,12.7,3.43046358,22.4,4.24521833,11.530431,11.3,No,14.0822785,17.642401,4.14478788,23.0576588,35,24.8,66.0601949,89.04,10.812,0
58,0,27611,23.0379197,16.4391004,0.80402738,0.24265691,0.3223353,0.0507,2.57868241,94.8353917,49.885915,60.196319,75.7,32,13699.45,662272,7.6,3.64316083,21.9,3.86514245,7.96351263,11.3,Yes,12.0722434,21.3214642,4.63302392,21.7662388,39.5,33.7,43.7826468,101.4,10.20263158,1
329,21,156225,24.7802849,14.5744919,2.26212194,0.30596896,3.50392063,0.0819,3.60825732,88.7482797,50.6449032,13.896487,435.8,176.8,13506.42,4534695,17,2.87473833,10.1,3.7922612,8.83707935,12.1,No,11.9892023,16.1086624,3.64302144,18.2508955,31.4,24.4,80.3321065,87.82,8.508888889,1
15,0,36895,21.4690337,17.8398157,2.86759724,0.3387993,0.89985093,0.0542,2.23607535,92.4515517,49.3644125,36.2148803,74.5,33,13229.76,1860452,10.4,3.25431263,20.2,4.31682106,17.5962461,12.2,No,10.9860116,19.0009602,4.25371679,20.3962583,34.4,33.7,67.317898,88.81,12.4037037,0
19,1,79344,23.8417524,16.7296834,0.99692478,0.42095181,1.61574914,0.0605,8.05479936,87.9083485,50.0201654,46.597637,145.6,69.7,14135.04,4549226,10,2.64655596,12.3,3.56357982,16.7916572,12.8,Yes,10.5219415,17.4820608,3.76381096,19.0350896,34.4,25.8,65.3881951,64.91,6.768965517,0
13,1,39330,32.4917366,13.6359014,0.44749555,0.30002543,0.45003814,0.0229,4.14696161,94.0325451,49.1990847,91.6154924,97.8,37.1,14105.55,1490183,16.6,2.49842333,11.2,3.3442087,8.65073913,12.7,No,13.5864979,16.5028514,3.9512668,18.8651745,37,25.3,24.4182288,52.99,7.168965517,0
819,31,484411,23.3673472,16.536371,23.3747789,0.55139128,1.69339672,0.0597,19.3851915,53.9711113,51.5958556,3.96810516,994.1,418.4,14519.17,22602046,15.7,4.94130001,24.6,4.68549503,9.80149905,14.3,No,15.3823178,21.0626144,4.58882666,18.6478692,35.5,27.3,91.6410117,59.22,6.158974359,1
36,3,110007,21.417728,17.9006791,11.2492841,0.46542493,0.62632378,0.0327,6.84047379,78.9586117,48.4632796,35.6275849,186.3,81,14172.19,3940402,13.7,4.37670477,24.9,4.24078884,12.2694926,12.4,No,13.5772358,18.3474574,4.18312173,22.6834812,36.9,30.1,75.3379924,65.04,5.916666667,1
73,7,45668,21.7657879,20.0183936,0.49268635,0.44670229,0.72041692,0.0263,1.70797933,95.5088903,50.4576509,58.4471323,102.7,46.9,13496.5,1363235,17.5,3.84360817,17.3,3.95519793,15.9856348,11.1,Yes,11.0990502,17.7852508,4.09946191,19.1723815,32.2,30.6,78.6903369,68.62,10.6375,1
263,16,129641,21.6274173,18.2920527,8.38392175,0.41113537,0.61631737,0.0602,4.11829591,84.8088182,50.0219838,23.0886688,291.3,130.7,13731.88,3494610,18.9,3.87844728,24.7,4.40572653,13.8226073,11.4,No,13.0248834,20.6363141,4.65993414,21.6386955,38.8,32.5,70.5452916,74.96,9.083783784,1
3063,141,954670,24.6379377,12.6072884,28.1653346,0.45324562,3.64534342,0.073,10.6438874,54.8006117,51.8060691,0.60018176,2279.6,1054.4,13500.16,82996653,12,3.49129621,24.5,4.75895766,11.577948,12.8,No,18.2709935,19.0431228,3.93157517,19.24162,32.5,26.3,88.8613261,78.21,7.602,1
19,0,46248,25.0605432,17.8623941,0.63354091,0.380557,0.70057084,0.0822,10.4220723,86.8859194,50.1556824,63.3461563,106.1,44.7,13970.25,1587315,12.4,3.17703675,14.1,4.10896761,15.0544109,12.7,Yes,13.1617432,18.4258061,4.08279808,20.7959188,41.4,31.9,54.1391256,69.52,6.596666667,0
5,0,10217,22.3059607,19.8492708,0.29362827,0.38171675,0.38171675,0.00979,1.08642459,96.9658412,49.3295488,72.285659,30.8,14.3,13259.65,1027957,15.7,2.74261603,15.6,4.41116006,15.6632403,11.4,No,9.36018957,17.5295328,4.1511713,20.4381285,42.5,39.6,76.3982969,73.56,12.56666667,0
17,0,35567,21.0588467,17.6821211,4.83875503,0.95594231,0.46391318,0.0422,3.3317401,88.5708663,46.2057525,46.4867355,98.7,41.4,14056.35,824484,23.8,4.01459854,22.3,4.00559357,13.390989,12.1,No,11.0399397,21.0493638,4.30602658,24.0213126,36.7,32.5,55.301737,57.54,6.767647059,1
91,1,146917,15.6319555,13.1019555,3.47475105,0.31582458,7.04751663,0.0653,3.50197731,83.4049157,50.2889387,21.2482062,349.7,149.8,13637.17,6080616,11.3,3.60166451,14.2,6.13024428,9.45668295,10.4,Yes,20.5692705,17.2564727,4.19980092,19.9232515,25.3,22.7,86.9185499,50.95,10.52972973,1
23,0,38346,22.9046054,17.9262505,0.96229072,0.4381161,0.83972253,0.0495,4.98617848,91.7018724,49.2828457,52.7541706,75.6,32.8,13760.05,1586433,10.5,3.03805398,15.5,3.60903456,10.3828683,11.3,No,10.1010101,16.6845904,3.87160453,19.591305,25.4,30,63.8206904,68.55,9.03125,1
104,3,70116,22.5996919,16.9347938,0.48348451,0.33088026,0.60471219,0.0414,1.58879571,95.9353072,50.3408637,49.1378059,170.5,68.7,13619.72,1550375,12.2,3.38535942,14.7,3.56281194,9.89772352,11.8,No,11.4012863,17.5607217,4.12437037,19.4782561,35.9,27.9,54.2108166,91.42,9.026470588,1
29,1,14011,21.0834344,19.4704161,0.74227393,0.5495682,0.5210192,0.13560774,6.38783813,90.9927914,49.5182357,100,35.5,15,14370.96,349433,11.4,4.34171702,14.7,3.54387379,7.07714084,11.7,No,8.66788321,19.712506,4.26883688,20.7303086,30.6,35.1,45.8157821,68.53,6.635714286,0
17,1,47532,24.413027,16.0418245,0.88782294,0.39762686,0.53437684,0.0547,10.5381638,86.7562905,49.8758731,68.0494783,115.7,48.9,14295.53,1712402,10.1,2.93247697,12.1,3.54942564,10.9584422,12.8,No,11.1296142,16.6646288,3.84214241,18.9357688,38.2,28.5,63.8126893,79.94,6,1
1,0,5844,19.0109514,22.0910335,0.53045859,0.25667351,0.32511978,0.0171,1.4715948,96.3894593,50.4791239,100,71.1,32.3,14028.54,103660,16.3,3.49890659,12.6,3.95209063,8.57927248,11.4,No,7.83505155,13.9753127,3.41647836,16.7369763,35.6,26.2,62.7284595,63.83,10.659375,1
18,3,19489,22.7051157,19.5392273,1.41618349,0.44127457,0.40535687,0.0103,1.77022936,94.9458669,50.130843,83.4576613,49.8,23,13570.02,604918,13.8,3.87344423,21.8,4.23639823,13.8988984,11.4,No,12.3704663,19.8630017,4.2816497,21.1965393,35.5,27.2,82.6108871,70.17,12.22,0
19,1,20845,21.0745982,19.280403,0.48932598,0.39817702,0.54689374,0.0048,1.46318062,95.9318782,49.9976013,100,56,26.2,13493.17,465645,16.3,4.35294118,19.5,3.58893742,7.67791161,10.8,No,11.1888112,18.9401389,4.48235733,20.4919306,31.6,25.7,50.396292,78.66,10.52972973,1
7,0,16927,21.5454599,19.3832339,2.56395108,0.47852543,0.20677025,0.0295,1.64234655,94.3522184,52.7382289,74.9754888,39,18.2,13587.92,310227,14.9,3.9893988,23.7,3.70125694,14.805164,11.1,No,12.3577236,19.2023424,4.34808699,22.048813,29.7,34.1,33.6120884,63.83,10.65,0
3,0,19102,21.0082714,18.7938436,2.82169406,0.36121872,0.49733012,0.0366,1.44487488,93.9273375,46.4349283,55.0418864,50.7,22.3,13916.03,696505,11.4,3.68979942,16.4,4.24688279,9.43346785,12.1,No,8.94808743,18.6622126,4.04377566,20.7449246,35.7,26.6,76.047161,59.43,12.06,0
2,0,12410,21.9822724,20.0402901,0.51571314,0.42707494,0.65269944,0.0403,1.44238517,96.2449637,50.1450443,100,38.4,17.2,13427.44,690529,7.8,3.48534202,13.7,3.80694212,16.983421,12.3,No,6.35721493,18.8446424,4.09179727,19.7801555,38.4,32.2,75.5391203,63.14,12.53076923,0
127,2,169594,22.0668184,16.3938583,3.89872283,0.36852719,1.46998125,0.036,10.2633348,82.8242744,50.5112209,20.7529375,393,158.3,14377.89,6370405,8.7,3.84464677,11.3,4.09749472,9.02591387,12.7,No,12.7582893,16.1487125,3.96561494,18.784419,33.5,25,80.186561,56.69,6.078125,1
5,0,25540,22.0321065,18.7901331,0.96319499,0.28582616,0.60689115,0.0196,1.29209084,95.7987471,50.0587314,66.761868,63.3,27.4,13955.93,1524491,11.5,2.82572282,11.4,4.27210731,10.5489353,12.1,No,10.1847229,15.9559542,3.71952294,18.7011333,31.3,30.5,30.0463142,65.49,11.91666667,0
1,0,12469,22.2872724,19.5925896,0.90624749,0.49723314,0.24861657,0.0241,3.20795573,94.0652819,49.0175636,80.9431428,30.9,14,14053.38,520074,12.6,3.125,17,3.65973436,21.5414074,11.7,No,13.1400966,17.8939129,4.0724155,18.9745089,31.2,27.6,36.3005522,67.44,8.055555556,0
38,3,37779,19.5876016,16.5779931,3.70046851,0.35734138,1.04290744,0.0476,2.08846184,91.5958601,47.484052,64.8025709,79,30.6,13606.34,1026472,15.4,3.77324962,14.8,3.70833011,12.2009443,11.2,No,10.9953704,16.4075234,3.93475608,19.0136371,30.5,29,59.2102837,59.72,9.026470588,1
11,1,24851,22.7676955,20.3009939,0.69614905,0.45068609,0.37423041,0.0684,3.53305702,93.8352581,50.8993602,61.8661878,57.9,26,13661.47,731186,12.2,3.90907525,20.9,4.07110698,16.0500762,11.8,Yes,10.252742,19.3024438,4.32799378,21.3627239,36,26.4,49.4440411,64.87,9.585714286,0
89,3,28523,23.6826421,17.827718,0.45577253,0.35059426,0.97815798,0.0245,1.86165551,95.4282509,50.4680433,83.2431119,64.6,26.8,13841.08,1231942,13.9,3.60085227,15,3.76661246,15.4700795,11.4,No,11.8397086,17.8450769,4.04409473,18.4824065,31.6,33.5,52.0161011,65.93,10.21764706,1
17,1,16663,22.7390026,18.3400348,0.97221389,0.3540779,0.3840845,0.036,1.74038288,95.4810058,50.6511433,61.1603036,42.6,18.4,13645.21,554643,15.8,2.87674264,15.8,4.64785252,17.4226494,11.3,Yes,10.3780578,18.5604275,4.19603198,21.3530931,29.7,23.1,44.4399724,83,10.47741935,1
234,4,23878,22.6358992,16.6471229,0.46486305,0.32666052,0.97160566,0.0838,2.45414189,95.0624005,50.8710947,52.7149415,583,54.8,13964.56,12554863,12.3,3.91066717,20.5,4.24657268,10.0544617,11.4,No,9.9491238,19.2113398,4.22225043,20.8309162,32.8,29.1,52.0036392,101.69,10.12285714,1
17,2,44593,22.80627,17.1417039,1.22216491,0.3543157,0.8588792,0.14127778,4.37512614,92.162447,50.3374969,52.0478891,127,46.4,13863.82,630586,9.1,3.09980599,16.6,3.83411988,11.037279,11.8,No,11.6695552,17.9549634,3.95793536,20.5874818,36.6,29.8,54.3073184,73.6,8.963888889,1
77,3,20327,21.8428691,19.34373,0.75761303,0.26565652,0.38372608,0,2.95665863,94.7557436,49.6630098,100,108.1,22.4,13449.36,2032091,16.2,3.27779295,11.8,3.55957454,12.7488477,12.1,No,7.87352759,17.3727034,3.83902376,17.5805676,35.4,27.8,46.1674303,52.59,13.02173913,0
3,0,270771,23.6380558,15.8004365,13.2144875,0.56542244,2.58890354,0.0986,8.91380539,72.2444427,51.3108863,9.00157719,52.8,250.8,13904.98,1114528,16.1,3.56254754,17.7,4.64384387,11.3151453,12.8,Yes,12.5768392,18.9032996,3.9519235,19.0419885,33,26.3,83.6433385,62.48,5.92,1
10,1,22935,22.7992152,18.6003924,0.40985394,0.4883366,0.23108786,0,3.93721387,94.087639,50.1329845,82.3823995,75.6,35.5,13954.15,455392,10.7,4.33040824,19.3,3.90635774,8.73629494,12.3,No,11.8624642,20.2657986,4.41512269,22.7749165,32.6,28.4,56.0587253,81.61,6.4,1
12,1,34586,20.5834731,20.1902504,0.67657434,0.36430926,0.62163881,0.0549,3.6980281,93.6535014,49.2280113,67.2487933,110.7,62.7,14103.62,1355799,14.2,2.66325979,15.9,3.37781373,13.6295093,12,No,8.84758364,16.4585531,3.7889495,19.2540147,29.6,27.3,61.3368437,62.67,7.418518519,0
6,0,20690,19.2315128,17.9700338,4.65442243,0.34316095,0.27066216,0.00967,1.79313678,91.6674722,45.6694055,78.9615832,48,20,13386.26,882530,17.2,4.66573816,18.4,4.5116154,10.1224332,11.5,No,14.646792,19.5049133,4.21974022,21.0652002,30.6,31.9,49.5459837,78.03,10.87419355,1
13,0,10717,24.6804143,17.3089484,1.18503313,0.28926005,0.39190072,0.0467,1.97816553,95.110572,48.4557246,100,48.1,22.5,13907.78,207854,17.6,3.88540031,29.8,3.89573059,4.67464473,11.3,No,14.7560976,21.5806268,4.65384689,24.0196209,34.4,37.1,48.3369453,69.77,11.02857143,0
46,1,193048,20.7114293,11.6401102,5.40798144,0.3957565,8.56108325,0.0554,8.50151258,75.4252828,48.8842153,14.5010997,345.7,142.2,13905.22,8355142,8.5,3.15375718,14.7,4.86920174,10.1790783,10.9,No,17.5443744,19.4265083,4.43699319,19.1170141,32.5,24.5,78.6908207,65.91,9.083783784,1
10,0,15128,20.7231624,20.8619778,0.57509254,0.40322581,0.56187203,0.0331,2.92834479,94.6258593,50.178477,61.6026606,61.2,26.9,13868.68,646608,12.8,2.80363715,11,3.88076866,15.203596,11.7,No,6.5625,16.8850779,3.79794074,18.771038,34.5,18.4,52.4849398,63.31,9.026470588,1
9,0,7037,20.235896,19.3690493,0.82421486,0.29842262,0.48316044,0.0426,1.84737814,95.012079,50.3907915,100,46.6,20.1,13521.48,132120,17.4,3.1326614,16.8,3.22574963,5.55555556,11.2,No,11.6638079,18.238432,4.05498825,20.1950608,24.7,30.6,70.2102182,65.02,12.33809524,0
60,1,180974,21.5760275,16.8935869,9.55662139,0.30059567,1.32173682,0.19339795,2.73519953,83.5445976,51.5405528,9.16734835,769.7,355.5,13884.93,10474357,13.3,3.1895348,20.1,4.58003584,14.9215928,12.5,No,14.2568795,19.3806455,4.40847185,21.3997713,34.2,28.5,88.1587954,74,11.31666667,1
3,0,15479,21.8295756,20.0400543,0.4328445,0.38116157,0.25841463,0.0517,1.2985335,96.4920215,50.3133277,60.3688626,63.1,29.1,13730.66,755958,17.8,5.50983401,20.5,3.93214668,10.3192519,11.4,No,8.71212121,17.4063027,3.97489199,18.9332145,40.5,25.7,51.9059956,76.16,10.65,0
42,3,107386,20.4542492,16.3121822,7.17225709,0.38831878,2.0216788,0.04,2.72102509,85.5009033,49.3369713,23.7584378,267.4,114.1,13546.16,4542724,11.5,4.38118107,21.6,4.8349728,14.3234495,11.3,No,16.108453,20.2679882,4.48770882,22.079089,34.6,28.7,84.8926267,81.53,10.52972973,1
7,0,31280,20.8184143,20.8631714,0.70332481,0.72890026,0.5786445,0.0256,2.61189258,94.351023,51.5409207,49.9847969,79.7,34.4,13974.36,1180811,9.1,3.48969868,17.3,3.65250418,18.446077,12.3,No,10.2232668,18.8584924,4.18137957,19.6479515,34.5,26.2,68.5538798,72.19,7.168965517,0
3,1,8263,22.4494736,20.2226794,0.31465569,0.30255355,0.59300496,0.0726,1.96054702,95.7279439,50.5506475,77.1039022,23.3,10.1,13785.72,288311,7.5,3.22351268,16.1,3.49248307,10.9742714,10.9,No,7.21804511,16.3647727,3.87778945,18.5651631,34.2,28,33.6624354,80.03,9.45,0
39,2,62567,23.8480349,17.4964438,1.59189349,0.27970016,2.6675404,0.0464,1.93073026,92.1683955,50.9805489,29.3069075,155.1,62.9,13846.12,2015080,14.3,2.93230361,8,3.80518975,10.7148569,12.6,No,10.8200945,16.1170118,3.81808408,17.6458303,35.2,29.4,85.6791034,60.5,11.484375,1
26,0,27943,22.846509,17.05615,0.49386251,0.2326164,0.28987582,0.0179,1.36348996,96.761264,50.1843038,76.8452339,55,23.8,13822.44,633102,17,3.52291712,20.4,3.91771869,6.82790096,11.5,No,11.6698292,17.911222,4.00756931,21.2359275,40.6,34.3,46.5465997,84.74,10.56764706,1
19,1,65936,21.953106,19.1564547,4.85319097,0.36550595,1.04495268,0.0986,3.13334142,87.9398204,51.5636375,33.0499006,171.5,77.8,13558.76,2659403,9.7,3.59526166,23.3,4.27538146,13.749339,11.5,No,13.9883743,19.5256532,4.49137882,21.2556828,37.5,31.3,71.5890129,73.53,9.17027027,1
4,0,28206,24.7535985,18.3081614,0.68070623,0.29071829,0.67716089,0.0425,3.17308374,94.1182727,50.6771609,50.5608626,75.1,31.7,13931.38,1063282,10.9,2.81328147,12,3.81896783,17.1526587,12.4,No,8.63342567,18.3583808,3.89111238,18.7402696,34,27.5,44.0910407,64.83,6.421428571,1
5,0,24133,23.3994945,20.1135375,0.41851407,0.72514814,0.55525629,0.0497,8.67277172,88.9901794,50.2341193,67.9665625,48.8,25.7,13978.68,937398,9,3.07207273,13.6,3.38504235,11.5788603,11.7,No,8.01447777,17.4926705,3.74231091,17.9967948,28.8,33.9,46.3782819,73.96,6.635714286,0
14,1,34074,23.1818982,17.9726478,0.4255444,0.43141398,0.57228385,0.0411,2.19815695,95.2925985,50.1584786,71.1642437,99.2,42.6,14211.29,1211021,10.7,2.85633324,9.5,3.39759399,13.627207,11.9,No,7.29402872,16.4966276,3.76634446,18.5333641,36.6,26.3,58.0439745,71.03,7.253571429,0
1,0,7063,21.6338666,22.6957384,0.48138185,0.25484921,0.38227382,0.0425,2.22285148,95.8799377,50.3185615,100,13.5,6.5,13837.64,324537,12.3,2.38095238,13,3.77649926,9.92344769,8.7,No,7.73993808,13.8547972,3.17760722,15.5835714,31.5,26.9,71.5959386,47.06,7.042105263,0
0,0,3645,21.0699589,23.0727023,0.32921811,0.521262,0.74074074,0.0274,1.45404664,96.2414266,49.9314129,100,9.5,4.7,13254.21,296386,13.2,1.93487494,20.3,3.53205659,10.851872,8.7,No,7.14285714,12.4848187,3.09396959,15.6367121,29.9,24.7,54.3310995,51.93,,0
24,1,13832,23.5106998,22.7226721,1.67004049,0.72296125,0.49161365,0.28195489,6.95488722,90.0159052,49.2553499,73.9637125,22.4,11.9,14597.32,541503,18.7,3.06815096,18.1,4.47777219,15.1253241,8.9,No,10.024855,14.5279624,3.24964762,16.1872113,35,22.9,71.6887648,44.81,5.4825,0
1,2,12437,22.3044143,22.6983999,0.70756613,0.31358045,0.67540404,0.0643,2.16290102,94.8862266,50.6070596,58.2525025,25.9,13.3,14045.39,348067,11.1,3.31284153,22.5,4.55083072,9.71502591,9.2,No,12.5230203,15.9121653,3.45179206,16.8397935,37.3,41.1,69.4653527,46.88,7.006666667,0
1,0,5506,20.4322557,24.7366509,0.3632401,0.25426807,0.47221213,0.0182,1.59825645,96.403923,51.4529604,100,13.8,6.7,13581.99,249566,7.8,2.43902439,18.1,3.79853403,19.7203299,8.7,No,5.81613508,12.9815629,3.17519069,16.1866326,30.1,29.4,65.0433077,52.01,7.411538462,0
20,1,25642,23.3523126,18.5905936,0.59667733,0.30028859,0.37048592,0.0546,1.50144295,96.31464,50.1403947,80.6565424,36.4,15.5,14670.85,740852,16.1,2.70290506,9,3.84220881,14.4294517,9.9,Yes,8.02560315,12.4740542,2.95979597,14.9308128,35.6,25.2,50.2531063,46.39,5.629032258,0
78,0,132408,21.758504,16.4030874,9.47676878,0.38668358,2.49305178,0.37837593,4.45063742,80.782128,50.8375627,13.4808147,231.7,98.8,14454.36,7115887,9.2,2.76855249,18.8,4.37971065,12.0619987,9.4,No,14.8462051,13.9490324,3.3554077,18.2660575,30.6,23.7,83.4022427,65.38,5.978947368,0
4,0,26346,21.2821681,18.4240492,1.15387535,0.46686404,0.52759432,0.0266,2.72147575,94.211645,49.4724057,50.6348362,46,20.6,14437.1,967923,6.7,2.13957883,9.8,3.71453821,13.9706993,9.1,No,12.0146186,13.9356301,3.24715739,16.0366725,35.8,25,85.5926405,62.12,7.446428571,0
9,0,24947,22.3153085,19.5855213,1.16246443,0.14831443,1.08630296,0.02,1.67154367,94.985369,50.5030665,64.4875597,55.7,22.8,14331.88,1039846,10.1,2.02961358,6.4,3.9719604,18.0643089,9.3,No,9.30979133,11.7519194,2.8714654,14.0665987,32.7,21.8,82.3405833,37.81,7.182608696,0
8,0,21199,26.0908533,17.859333,0.49530638,0.2594462,0.60851927,0.0142,1.66045568,96.0186801,50.2712392,68.5370742,36.7,15.7,14697.98,601478,12.1,2.55699598,15,3.98255356,10.8480332,9.7,No,9.58156459,11.593877,2.85102436,16.1584521,32.7,30.5,74.7208703,56.53,5.79375,0
2,0,19874,25.4604005,16.0913757,3.02908322,0.61889906,9.68099024,1.82650699,25.9836973,58.6343967,49.2049915,43.9091807,35.2,14.3,13737.99,1462894,9.8,2.12353511,13.6,3.58524283,22.3769269,8.7,No,14.7235177,16.225093,3.24885466,14.874088,33.7,23.9,73.9387957,50.99,6.129411765,0
1,0,14539,22.4981085,22.3330353,0.26136598,0.18570741,0.94229314,0.0206,1.38936653,96.4921934,50.0859757,100,25.6,11.5,14157.2,739157,12.4,2.74479765,11.4,3.67767908,20.5395043,9.1,Yes,7.88216561,12.2264299,2.83638181,15.0703305,33.3,27.9,63.7519338,47.5,6.35862069,0
0,0,9699,21.4764409,22.9405093,2.33013713,0.42272399,0.27837921,0,1.9486545,94.1024848,48.3967419,100,17,9,13783.24,490304,8.8,2.51748252,14.7,4.4096143,24.6254874,8.8,No,10.9411765,14.7336636,3.23114479,16.5513561,36,30.8,73.9710445,57.95,,0
1,0,20154,24.5063015,20.3185472,1.14121266,0.32251662,0.54579736,0.0198,2.50570606,94.6412623,50.7591545,52.0368947,36.6,16.5,13641.74,1325535,12.8,1.8684673,9.4,4.3344757,19.6850394,8.9,No,8.56643357,12.1212497,2.90574423,15.2612509,33.9,25.6,76.1769793,54.24,7.104651163,0
1,0,12930,22.3279196,23.1786543,0.42536736,0.44856922,0.3866976,0.46403712,2.6295437,95.1430781,50.7501934,53.6328461,24.7,11.7,13392.07,640979,6.6,2.67681037,17.6,4.50801208,19.7793838,8.7,No,9.95884774,14.8629798,3.36992362,17.2660425,33.7,21.9,76.8200057,64.32,6.733333333,0
